ID;areaGobierno;delegacion;servicio;departamento;nivelPuesto;puesto;nombrePuesto;tipoPuesto;tipoPersonal;formaProvision;adcripcionGrupos;adcripcionEscalas;nivelComplementoDestino;complementoEspecificoPuntos;complementoEspecificoEuros;observacionesRequisitos;situacion
1457;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1458;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1459;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1460;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1461;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1462;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1463;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1464;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1465;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1466;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1467;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1468;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1469;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1470;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1471;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1472;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1473;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1474;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1475;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1476;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1477;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1478;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1479;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1480;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1481;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1482;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1483;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1484;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1485;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1486;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1487;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1488;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1489;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1490;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1491;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1492;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1493;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1494;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1495;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1496;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1497;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1498;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1499;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1500;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1501;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1502;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1503;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1504;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1505;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1506;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1507;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1508;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1509;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1510;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1511;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1512;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1513;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1514;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1515;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1516;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1517;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1518;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1519;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1520;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1521;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
1522;ÁREA DE GOBIERNO DE ORDENACIÓN DEL TERRITORIO,  INFRAESTRUCTURAS Y DESARROLLO SOSTENIBLE;DELEGACIÓN DE SEGURIDAD CIUDADANA, MOVILIDAD, PROTECCIÓN Y BIENESTAR ANIMAL;SEGURIDAD CIUDADANA;CUERPO DE POLICIA;CP;CP008;POLICÍA LOCAL;NS;F;-;C1;A.E.;21;490;19436;TA-0;
